League,Team,Department,Full Name,Title
NFL,Los Angeles Chargers,Corporate Partnerships,Nicole Scott,Partnership Marketing Coordinator
NFL,Los Angeles Chargers,Corporate Partnerships,Jacob Trinh,Partnership Marketing Coordinator
NFL,Los Angeles Chargers,Ticket Sales,Marc Lamey,Vice President of Ticket Sales & Service
NFL,Los Angeles Chargers,Ticket Sales,Todd Poulsen,Senior Director of Ticket Sales
NFL,Los Angeles Chargers,Ticket Sales,Brittany Brinkman,Director of Premium Seating
NFL,Los Angeles Chargers,Ticket Sales,Mark Tamar,Director of Ticket Sales
NFL,Los Angeles Chargers,Ticket Sales,Kevin Abstract,Senior Manager of Premium Seating
NFL,Los Angeles Chargers,Ticket Sales,Alexandria<x_bin_577>,Senior Manager of Ticket Sales
NFL,Los Angeles Chargers,Ticket Sales,Joe Ash,Manager of Ticket Sales
NFL,Los Angeles Chargers,Ticket Sales,Garrett Beers,Manager of Ticket Sales
NFL,Los Angeles Chargers,Ticket Sales,Sean Reali,Manager of Ticket Sales
NFL,Los Angeles Chargers,Ticket Sales,Robert Williams,Manager of Ticket Sales
NFL,Los Angeles Chargers,Stadium Operations,Mark Tamar,Director of Stadium Operations
NFL,Los Angeles Chargers,Stadium Operations,Joe Ash,Manager of Stadium Operations
NFL,Los Angeles Chargers,Stadium Operations,Garrett Beers,Manager of Stadium Operations
NFL,Los Angeles Chargers,Stadium Operations,Robert Williams,Manager of Stadium Operations
NFL,Dallas Cowboys,Executive,Jerry Jones,"Owner, President and General Manager"
NFL,Dallas Cowboys,Executive,Stephen Jones,Chief Operating Officer/Executive Vice President/Director of Player Personnel
NFL,Dallas Cowboys,Executive,"Jerry Jones, Jr.",Executive Vice President/Chief Sales and Marketing Officer
NFL,Dallas Cowboys,Executive,Charlotte Jones,Executive Vice President and Chief Brand Officer
NFL,Dallas Cowboys,Finance and Administration,John Hickman,Director of Business Operations
NFL,Dallas Cowboys,Finance and Administration,Mary H. Jones,Vice President of Financial Operations
NFL,Dallas Cowboys,Finance and Administration,Tom Goudy,Director of Information Technology
NFL,Dallas Cowboys,Finance and Administration,Judd Hankins,Director of Information Technology/Special Projects
NFL,Dallas Cowboys,Finance and Administration,Terri Dale,Director of Human Resources
NFL,Dallas Cowboys,Finance and Administration,Kortney Frazier,Human Resources Generalist
NFL,Dallas Cowboys,Finance and Administration,La-Toya Petgrave,Human Resources Generalist
NFL,Dallas Cowboys,Finance and Administration,Angie Mooney,Controller
NFL,Dallas Cowboys,Finance and Administration,Deanna D. Weidman,Assistant Controller
NFL,Dallas Cowboys,Finance and Administration,Amanda Sexton,Accounting Manager
NFL,Dallas Cowboys,Finance and Administration,Chris Miller,Business Analyst
NFL,Dallas Cowboys,Finance and Aministration,Katy Keckeisen,Sr. Staff Accountant
NFL,Dallas Cowboys,Finance and Aministration,Sarah Dykes,Sr. Staff Accountant
NFL,Dallas Cowboys,Finance and Aministration,Taylor Stovall,Staff Accountant
NFL,Dallas Cowboys,Finance and Aministration,Taylor Clark,Accounts Payable/Receivable Clerk
NFL,Dallas Cowboys,Finance and Aministration,Angelica Hernandez,Accounts Payable/Receivable Clerk
NFL,Dallas Cowboys,Sales and Marketing,Eric Sudol,Senior Vice President of Corporate Partnerships
NFL,Dallas Cowboys,Sales and Marketing,Jason Koettel,Vice President of Ticket Sales & Service
NFL,Dallas Cowboys,Sales and Marketing,Doug Dawson,Vice President of Ticket Operations
NFL,Dallas Cowboys,Sales and Marketing,Jennifer Flynn,Vice President of Brand Marketing
NFL,Dallas Cowboys,Sales and Marketing,Gregg Elkin,Vice President of Media & Broadcasting
NFL,Dallas Cowboys,Sales and Marketing,Michael கான்,Director of Sales
NFL,Dallas Cowboys,Sales and Marketing,Corey Luke,Director of Sales
NFL,Dallas Cowboys,Sales and Marketing,Matt O'Brien,Director of Partnership Marketing
NFL,Dallas Cowboys,Sales and Marketing,John Hickman,Director of Business Development
NFL,Dallas Cowboys,Sales and Marketing,Kelli Finglass,Director - Dallas Cowboys Cheerleaders
NFL,Dallas Cowboys,Sales and Marketing,Charlotte Anderson,President - Dallas Cowboys Cheerleaders
NFL,Dallas Cowboys,Sales and Marketing,Megan M. Meiner,Director of Marketing
NFL,Dallas Cowboys,Sales and Marketing,Gustavo Hoyas,Director of Hispanic Marketing
NFL,Dallas Cowboys,Sales and Marketing,Jeff Poltrack,Director of Broadcasting
NFL,Dallas Cowboys,Sales and Marketing,Scott Purcel,Director of Creative Services
NFL,Dallas Cowboys,Sales and Marketing,Ryan Fenimore,Senior Manager of Sales
NFL,Dallas Cowboys,Sales and Marketing,Jared Eller,Manager of Suite Sales
NFL,Dallas Cowboys,Sales and Marketing,Taylor degrasse,Suite Sales
NFL,Dallas Cowboys,Sales and Marketing,James Keys,Suite Sales
NFL,Dallas Cowboys,Sales and Marketing,Harrison McGuire,Suite Sales
NFL,Dallas Cowboys,Sales and Marketing,Hayden Myers,Suite Sales
NFL,Dallas Cowboys,Sales and Marketing,Jack Peart,Suite Sales
NFL,Dallas Cowboys,Sales and Marketing,Cody Story,Suite Sales
NFL,Dallas Cowboys,Sales and Marketing,Jeff Gossett,Manager of Ticket Sales
NFL,Dallas Cowboys,Sales and Marketing,Darius Rucker,Manager of Group Sales
NFL,Dallas Cowboys,Sales and Marketing,William Givens,Ticket Sales Representative
NFL,Dallas Cowboys,Sales and Marketing,Cole Maggistro,Ticket Sales Representative
NFL,Dallas Cowboys,Sales and Marketing,Jake Payne,Ticket Sales Representative
NFL,Dallas Cowboys,Sales and Marketing,Chris Salinas,Ticket Sales Representative
NFL,Dallas Cowboys,Sales and Marketing,T.J. Skaggs,Ticket Sales Representative
NFL,Dallas Cowboys,Sales and Marketing,Jake Stone,Ticket Sales Representative
NFL,Dallas Cowboys,Sales and Marketing,Dustin Taylor,Ticket Sales Representative
NFL,Dallas Cowboys,Public Relations and Communications,Rich Dalrymple,Senior Vice President of Public Relations & Communications
NFL,Dallas Cowboys,Public Relations and Communications,Brett Daniels,Director of Corporate Communications
NFL,Dallas Cowboys,Public Relations and Communications,Joe Trahan,Media Relations Coordinator
NFL,Dallas Cowboys,Public Relations and Communications,David Abbruzesse,Website Content Coordinator
NFL,Dallas Cowboys,Public Relations and Communications,Nick Eatman,Website Content Coordinator
NFL,Dallas Cowboys,Public Relations and Communications,Bryan Broaddus,Writer
NFL,Dallas Cowboys,Public Relations and Communications,Derek Eagleton,Writer
NFL,Dallas Cowboys,Public Relations and Communications,Rob Phillips,Writer
NFL,Dallas Cowboys,Public Relations and Communications,Mickey Spagnola,Writer
NFL,Dallas Cowboys,Community Relations,Meredith Marr,Director of Community Relations
NFL,Dallas Cowboys,Community Relations,Hannah Lux,Youth Programs Coordinator
NFL,Dallas Cowboys,Merchandising,Bill Priakos,Chief Operating Officer
NFL,Dallas Cowboys,Merchandising,Gavin Kemps,Vice President of Merchandising
NFL,Dallas Cowboys,Merchandising,Casey Schillaci,Director of E-Commerce
NFL,Dallas Cowboys,Merchandising,Kara Anastasiadis,Director of Purchasing
NFL,Dallas Cowboys,Merchandising,Valerie Voelz,Director of Retail
NFL,Dallas Cowboys,Merchandising,Kimberly Fitzenreiter,Controller
NFL,Dallas Cowboys,Merchandising,Kathryn Ladner,Human Resources Manager
NFL,Dallas Cowboys,Merchandising,Jim Maurer,Director of Distribution & Facilities
NFL,New York Giants,Executive Offices,John Mara,President & Chief Executive Officer
NFL,New York Giants,Executive Offices,Steve Tisch,Chairman & Executive Vice President
NFL,New York Giants,Executive Offices,Jonathan Tisch,Treasurer
NFL,New York Giants,Executive Offices,Chris Mara,"Senior Vice President, Player Personnel"
NFL,New York Giants,Executive Offices,Tim McDonnell,"Vice President, Player Personnel"
NFL,New York Giants,Executive Offices,Pete Guelli,Chief Business Officer
NFL,New York Giants,Executive Offices,Nilay Shah,Senior Vice President & Chief Commercial Officer
NFL,New York Giants,Executive Offices,Jennifer Van Riper,"Senior Vice President, Marketing & Content"
NFL,New York Giants,Executive Offices,Tom glitter,Senior Vice President & General Counsel
NFL,New York Giants,Executive Offices,Kristen Buckley,"Senior Vice President, People & Culture"
NFL,New-York-Giants,Executive-Offices,Russell-Joyner,Senior-Vice-President-Chief-Financial-Officer
NFL,New York Giants,Executive Offices,Susan Tisch,Executive Vice President
NFL,New York Giants,Administration,Carla Casieri,Executive Assistant to the President & CEO
NFL,New York Giants,Administration,Carol Connery,"Administrative Assistant, Football Operations"
NFL,New York Giants,Administration,Nicole Granberg,Receptionist
NFL,New York Giants,Administration,Cindy Grunn,Administrative Assistant to the Chairman
NFL,New York Giants,Administration,Linda WNew York Giants,Administrative Assistant
NFL,New York Giants,Business Ventures & Innovation,Russell Scibetti,"Vice President, Strategy & Business Intelligence"
NFL,New York Giants,Business Ventures & Innovation,Matt Wolf,"Senior Director, Business Ventures & Innovation"
NFL,New York Giants,Business Ventures & Innovation,Matt Badyna,Business Intelligence Analyst
NFL,New York Giants,Communications,Corry Rush,"Vice President, Communications"
NFL,New York Giants,Communications,Pat Hanlon,"Senior Advisor, Communications"
NFL,New York Giants,Communications,Dion Dargin,Director of Communications
NFL,New York Giants,Communications,Kyle Devorgilla,"Director, Football Communications"
NFL,New York Giants,Communications,Jennifer Conley,Communications Manager
NFL,New York Giants,Communications,Victoria G.,Communications Coordinator
NFL,New York Giants,Community Relations & Youth Football,Ethan Medley,"Vice President, Community Relations & Youth Football"
NFL,New York Giants,Community Relations & Youth Football,Jennaanın,"Director, Community Relations & Youth Football"
NFL,New York Giants,Community Relations & Youth Football,Wil Jackson,Community Relations Coordinator
NFL,New York Giants,Corporate Partnerships,Pete Guelli,"Senior Vice President, Sales & Marketing"
NFL,New York Giants,Corporate Partnerships,Jessica Slenker,"Vice President, Corporate Partnerships"
NFL,New York Giants,Corporate Partnerships,Lexi Demarco,"Director, Partnership Sales"
NFL,New York Giants,Corporate Partnerships,Evan Kamer,"Director, Partnership Sales"
NFL,New York Giants,Corporate Partnerships,Omar Minaya,"Director, Partnership Sales"
NFL,New York Giants,Corporate Partnerships,Michael Rutstein,"Director, Partnership Sales"
NFL,New York Giants,Corporate Partnerships,Jeff Greco,"Senior Manager, Partnership Sales"
NFL,New York Giants,Corporate Partnerships,Alyssa Girardi,"Manager, Partnership Activation"
NFL,New York Giants,Corporate Partnerships,Andrew Grzybowski,"Manager, Partnership Activation"
NFL,New York Giants,Corporate Partnerships,Kacie Kergides,"Manager, Partnership Activation"
NFL,New York Giants,Corporate Partnerships,Kelsey Knapp,"Manager, Partnership Activation"
NFL,New York Giants,Corporate Partnerships,Zachary Ruggiero,"Manager, Partnership Activation"
NFL,New York Giants,Corporate Partnerships,Taylor Searles,"Manager, Partnership Activation"
NFL,New York Giants,Corporate Partnerships,Mike Sielski,"Manager, Partnership Activation"
NFL,New York Giants,Corporate Partnerships,Alexandra Smedile,"Manager, Partnership Activation"
NFL,New York Giants,Corporate Partnerships,Danielle Spennato,"Manager, Partnership Activation"
NFL,New York Giants,Corporate Partnerships,Taylor Yedlin,"Manager, Partnership Activation"
NFL,New York Giants,Finance,Maureen Coultier,Controller
NFL,New York Giants,Finance,Delrose Williams,Payroll Administrator
NFL,New York Giants,Finance,Megan DiTore,Staff Accountant
NFL,New York Giants,Finance,David Fischer,Staff Accountant
NFL,New York Giants,Gameday Experience,Don Sperling,Vice President & Executive Producer
NFL,New York Giants,Gameday Experience,Christine Baluyot,"Director, Gameday Experience"
NFL,New York Giants,Gameday Experience,Doug Murphy,"Director, Production"
NFL,New York Giants,Gameday Experience,Rich Gentile,"Director, Post-Production"
NFL,New York Giants,Gameday Experience,Joe Nolan,"Director, Broadcast Operations"
NFL,New York Giants,Gameday Experience,Dan Mara,Senior Producer
NFL,New York Giants,Gameday Experience,Adam schneider,Senior Editor
NFL,New York Giants,Gameday Experience,Dan cirrhill,Senior Editor
NFL,New York Giants,Gameday Experience,Sean Giblin,Producer/Editor
NFL,New York Giants,Gameday Experience,Mike Ioss,Producer/Editor
NFL,New York Giants,Gameday Experience,Chris Licata,Producer/Editor
NFL,New York Giants,Gameday Experience,Chris Ubbens,Producer/Editor
NFL,New York Giants,Gameday Experience,Emily Whippany,Producer/Editor
NFL,New York Giants,HR & DEI,Wiston Payne,"Director, Diversity, Equity & Inclusion"
NFL,New York Giants,HR & DEI,Nicole Settembrino,HR Business Partner
NFL,New York Giants,IT,John সামি,Director of Information Technology
NFL,New York Giants,IT,Ryne Leni,IT Support Technician
NFL,New York Giants,IT,Rocco Morabito,IT Support Technician
NFL,New York Giants,IT,Matt Purple,IT Support Technician
NFL,New York Giants,IT,Tim Wharmby,IT Support Technician
NFL,New York Giants,Legal,Melissa Lambert,Vice President & Associate General Counsel
NFL,New York Giants,Marketing,Nilay Shah,Chief Marketing Officer
NFL,New York Giants,Marketing,Lexi Demarco,"Director, Partnership Marketing"
NFL,New York Giants,Marketing,Evan Kamer,"Director, Partnership Marketing"
NFL,New York Giants,Marketing,Omar Minaya,"Director, Partnership Marketing"
NFL,New York Giants,Marketing,Michael Rutstein,"Director, Partnership Marketing"
NFL,New York Giants,Marketing,Jeff Greco,"Senior Manager, Partnership Marketing"
NFL,New York Giants,Marketing,Alyssa Girardi,"Manager, Partnership Marketing"
NFL,New York Giants,Marketing,Andrew Grzybowski,"Manager, Partnership Marketing"
NFL,New York Giants,Marketing,Kacie Kergides,"Manager, Partnership Marketing"
NFL,New York Giants,Marketing,Kelsey Knapp,"Manager, Partnership Marketing"
NFL,New York Giants,Marketing,Zachary Ruggiero,"Manager, Partnership Marketing"
NFL,New York Giants,Marketing,Taylor Searles,"Manager, Partnership Marketing"
NFL,New York Giants,Marketing,Mike Sielski,"Manager, Partnership Marketing"
NFL,New York Giants,Marketing,Alexandra Smedile,"Manager, Partnership Marketing"
NFL,New York Giants,Marketing,Danielle Spennato,"Manager, Partnership Marketing"
NFL,New York Giants,Marketing,Taylor Yedlin,"Manager, Partnership Marketing"
NFL,New York Giants,"Ticket Sales, Service & Operations",Rob Sgarlata,"Vice President, Ticket Sales, Service & Operations"
NFL,New York Giants,"Ticket Sales, Service & Operations",Ashley Lynn,"Director, Ticket Operations"
NFL,New York Giants,"Ticket Sales, Service & Operations",Brian Gorman,"Director, Ticket Sales"
NFL,New York Giants,"Ticket Sales, Service & Operations",Matt Harrity,"Director, Premium Seating"
NFL,New York Giants,"Ticket Sales, Service & Operations",Mike Mahoney,"Director, Ticket Service"
NFL,New York Giants,"Ticket Sales, Service & Operations",Chris Guidice,"Senior Manager, Ticket Sales"
NFL,New York Giants,"Ticket Sales, Service & Operations",Conor Tierney,"Senior Manager, Ticket Sales"
NFL,New York Giants,"Ticket Sales, Service & Operations",Nick Belli,"Manager, Ticket Sales"
NFL,New York Giants,"Ticket Sales, Service & Operations",Mike Corrigan,"Manager, Ticket Sales"
NFL,New York Giants,"Ticket Sales, Service & Operations",Ryan Emerson,"Manager, Ticket Sales"
NFL,New York Giants,"Ticket Sales, Service & Operations",Justin Engel,"Manager, Ticket Sales"
NFL,New York Giants,"Ticket Sales, Service & Operations",Ryan Geisler,"Manager, Ticket Sales"
NFL,New York Giants,"Ticket Sales, Service & Operations",Dylan Grego,"Manager, Ticket Sales"
NFL,New York Giants,"Ticket Sales, Service & Operations",Kyle Griffin,"Manager, Ticket Sales"
NFL,New York Giants,"Ticket Sales, Service & Operations",Matt Rizzuto,"Manager, Ticket Sales"
NFL,New York Giants,"Ticket Sales, Service & Operations",Matt Tardiff,"Manager, Ticket Sales"
NFL,New York Giants,"Ticket Sales, Service & Operations",Zach Tomon,"Manager, Ticket Sales"
NFL,New York Giants,"Ticket Sales, Service & Operations",Alex Vejar,"Manager, Ticket Sales"
NFL,Philadelphia Eagles,Chairman & CEO,Jeffrey Lurie,Chairman & CEO
NFL,Philadelphia Eagles,Executive,Don Smolenski,President
NFL,Philadelphia Eagles,Executive,Howie Roseman,Executive Vice President/General Manager
NFL,Philadelphia Eagles,Executive,Jon Ferrari,Assistant General Manager
NFL,Philadelphia Eagles,Executive,Jake Rosenberg,Executive Vice President of Football Operations
NFL,Philadelphia Eagles,Executive,Bryce Johnston,Vice President of Football Operations
NFL,Philadelphia Eagles,Executive,Dom DiSandro,Senior Advisor to the General Manager/Chief Security Officer
NFL,Philadelphia Eagles,Executive,Jason Miller,"Senior Vice President, Finance & Administration"
NFL,Philadelphia Eagles,Executive,Frank Gumienny,"Senior Vice President, Chief Financial Officer"
NFL,Philadelphia Eagles,Executive,Catherine Raîche,Senior Advisor
NFL,Philadelphia Eagles,Executive,Ameena Soliman,Senior Director of Player Personnel
NFL,Philadelphia Eagles,Executive,Tina Lapp,Vice President of Human Resources
NFL,Philadelphia Eagles,Executive,Lisa Lori,Vice President of Legal
NFL,Philadelphia Eagles,Executive,Jen Kavanagh,Senior Vice President of Media & Marketing
NFL,Philadelphia Eagles,Executive,Danny Hewitt,"Vice President of Sales, Service & Events"
NFL,Philadelphia Eagles,Executive,Brian Napoli,Vice President of Corporate Partnerships
NFL,Philadelphia Eagles,Executive,Ryan Hummel,Vice President of Corporate Partnerships
NFL,Philadelphia Eagles,Executive,Jenna DeProrio,Vice President of Partnership Activation
NFL,Philadelphia Eagles,Executive,Bob Lange,Senior Vice President of Communications
NFL,Philadelphia Eagles,Executive,Julie Hirshey,Senior Vice President of Community Relations
NFL,Philadelphia Eagles,Executive,Greg Delimitros,Vice President of Equipment Operations
NFL,Philadelphia Eagles,Executive,Patrick Lynch,Vice President of Football Operations & Compliance
NFL,Philadelphia Eagles,Executive,Jeff Scott,Vice President of Scouting
NFL,Philadelphia Eagles,Executive,Dave Caldwell,Senior Personnel Executive
NFL,Philadelphia Eagles,Executive,Matt Russell,Senior Personnel Executive
NFL,Philadelphia Eagles,Finance,Kathy Mair,"Vice President, Controller"
NFL,Philadelphia Eagles,Finance,Dino Ng,Director of Finance
NFL,Philadelphia Eagles,Finance,Tim McPhee,Director of Financial Planning & Analysis
NFL,Philadelphia Eagles,Finance,Amanda D'Amico,Accounting Manager
NFL,Philadelphia Eagles,Finance,John Brennan,Accounting Manager
NFL,Philadelphia Eagles,Finance,Kevin Dougherty,Accounting Manager
NFL,Philadelphia Eagles,Finance,Andrew Feinman,Staff Accountant
NFL,Philadelphia Eagles,Finance,Chris Lamplugh,Staff Accountant
NFL,Philadelphia Eagles,Finance,Danielle Pileggi,Staff Accountant
NFL,Philadelphia Eagles,Finance,Emily Cullen,Accounts Payable Coordinator
NFL,Philadelphia Eagles,Finance,Kelsey-Ryan McFadden,Accounts Payable Coordinator
NFL,Philadelphia Eagles,Corporate Partnerships,T.J. Cichewicz,Director of Partnership Sales
NFL,Philadelphia Eagles,Corporate Partnerships,Vince Minniti,Director of Partnership Sales
NFL,Philadelphia Eagles,Corporate Partnerships,Carly Roman,Director of Partnership Activation
NFL,Philadelphia Eagles,Corporate Partnerships,Lauren Wzorek,Director of Partnership Activation
NFL,Philadelphia Eagles,Corporate Partnerships,Laura Galajda,Manager of Partnership Activation
NFL,Philadelphia Eagles,Corporate Partnerships,Kevin Jiang,Manager of Partnership Activation
NFL,Philadelphia Eagles,Corporate Partnerships,Ashley Lynn,Manager of Partnership Activation
NFL,Philadelphia Eagles,Corporate Partnerships,John Ruggiero,Manager of Partnership Activation
NFL,Philadelphia Eagles,Corporate Partnerships,Megan Frantz,Partnership Activation Coordinator
NFL,Philadelphia Eagles,Corporate Partnerships,Jordan Glasner,Partnership Activation Coordinator
NFL,Philadelphia Eagles,Corporate Partnerships,Tim Kamarad,Partnership Activation Coordinator
NFL,Philadelphia Eagles,Corporate Partnerships,Jordan Overton,Partnership Activation Coordinator
NFL,Philadelphia Eagles,Corporate Partnerships,Tess Sapone,Partnership Activation Coordinator
NFL,Philadelphia Eagles,Corporate Partnerships,Matt Goodman,Partnership Sales Coordinator
NFL,Philadelphia Eagles,Communications,Anthony Bonagura,Director of Communications
NFL,Philadelphia Eagles,Communications,John Gonoude,Communications Manager
NFL,Philadelphia Eagles,Communications,Isabelle McDaniel,Communications Coordinator
NFL,Philadelphia Eagles,Communications,Mackenzie Nuss,Communications Coordinator
NFL,Philadelphia Eagles,Community Relations,Tanya Fletcher,Director of Community Relations
NFL,Philadelphia Eagles,Community Relations,Michael Cognetti,Youth Football Manager
NFL,Philadelphia Eagles,Community Relations,Danielle Lazor,Community Relations Coordinator
NFL,Philadelphia Eagles,Community Relations,Tori pugliese,Community Relations Coordinator
NFL,Philadelphia Eagles,Marketing,Tara Funk,Director of Marketing
NFL,Philadelphia Eagles,Marketing,Rebecca Strategies,Director of Marketing
NFL,Philadelphia Eagles,Marketing,Ashley Whisonant,Director of Marketing
NFL,Philadelphia Eagles,Marketing,Jenna Klein,Marketing Manager
NFL,Philadelphia Eagles,Marketing,Lauren Teschemacher,Marketing Manager
NFL,Philadelphia Eagles,Marketing,Julia Furlong,Marketing Coordinator
NFL,Philadelphia Eagles,Marketing,Allie Gilroy,Marketing Coordinator
NFL,Philadelphia Eagles,Marketing,Kristen Klevan,Marketing Coordinator
NFL,Philadelphia Eagles,Marketing,Matt Ryan,Marketing Coordinator
NFL,Philadelphia Eagles,Operations,Jason Bergey,Director of Operations
NFL,Philadelphia Eagles,Operations,Leonard Bonfiglio,Director of Operations
NFL,Philadelphia Eagles,Operations,Spencer Dworkin,Director of Operations
NFL,Philadelphia Eagles,Operations,Danielle Gow,Director of Operations
NFL,Philadelphia Eagles,Operations,Tony Messina,Director of Operations
NFL,Philadelphia Eagles,Operations,Jim O'Neill,Director of Operations
NFL,Philadelphia Eagles,Operations,Pat Dolan,Manager of Operations
NFL,Philadelphia Eagles,Operations,Robert Gee,Manager of Operations
NFL,Philadelphia Eagles,Operations,Kevin Patullo,Manager of Operations
NFL,Philadelphia Eagles,Operations,Vince Zingaro,Manager of Operations
NFL,Philadelphia Eagles,Operations,Kaitlyn Gentile,Operations Coordinator
NFL,Philadelphia Eagles,Operations,Jack Lucier,Operations Coordinator
NFL,Philadelphia Eagles,Operations,John Pawling,Operations Coordinator
NFL,Philadelphia Eagles,Operations,Michael Tr-minio,Operations Coordinator
NFL,Washington Commanders,Ownership,Josh Harris,Managing Partner
NFL,Washington Commanders,Ownership,Mitch Rales,Partner
NFL,Washington Commanders,Ownership,Magic Johnson,Partner
NFL,Washington Commanders,Ownership,David Blitzer,Partner
NFL,Washington Commanders,Executive,Trista Griffin,Chief of Staff
NFL,Washington Commanders,Partnerships & Strategy,Ryan Moreland,Chief Partnership Officer
NFL,Washington Commanders,Partnerships & Strategy,Matthew Olchin,Vice President of Partnerships
NFL,Washington Commanders,Partnerships & Strategy,Conrad Spropes,Vice President of Strategy & Analytics
NFL,Washington Commanders,Partnerships & Strategy,Anthony Field,Senior Director of Partnership Sales
NFL,Washington Commanders,Partnerships & Strategy,Zach Menker,Senior Director of Partnership Marketing
NFL,Washington Commanders,Partnerships & Strategy,Jared Hodulik,Director of Partnerships
NFL,Washington Commanders,Partnerships & Strategy,Kamilah Meehan,Director of Partnerships
NFL,Washington Commanders,Partnerships & Strategy,Hayley Partin,Director of Partnerships
NFL,Washington Commanders,Partnerships & Strategy,Matt Webb,Director of Partnerships
NFL,Washington Commanders,Partnerships & Strategy,Amanda Klein,Senior Manager of Partnership Marketing
NFL,Washington Commanders,Partnerships & Strategy,Mike Murphy,Senior Manager of Partnership Marketing
NFL,Washington Commanders,Partnerships & Strategy,Lauren Raymond,Senior Manager of Partnership Marketing
NFL,Washington Commanders,Partnerships & Strategy,Tyler O'Daniel,Manager of Partnership Marketing
NFL,Washington Commanders,Partnerships & Strategy,Katie Oxman,Manager of Partnership Marketing
NFL,Washington Commanders,Partnerships & Strategy,Jenae Poff,Manager of Partnership Marketing
NFL,Washington Commanders,Partnersse & Strategy,David Policano,Business Intelligence Analyst
NFL,Washington Commanders,External Affairs & Community,Joe Maloney,Vice President of External Affairs & Community
NFL,Washington Commanders,External Affairs & Community,Jordan Overton,Director of Community Relations
NFL,Washington Commanders,External Affairs & Community,Julie Liberatore,Manager of Community Relations
NFL,Washington Commanders,Marketing & Guest Experience,Michael Tribus,Chief Marketing & Guest Experience Officer
NFL,Washington Commanders,Marketing & Guest Experience,Tish Carmona,Vice President of Guest Experience
NFL,Washington Commanders,Marketing & Guest Experience,Amber Kelley,Vice President of Marketing
NFL,Washington Commanders,Marketing & Guest Experience,Derron Wynne,Vice President of Ticketing
NFL,Washington Commanders,Marketing & Guest Experience,Scott Shepherd,Senior Director of Ticket Sales
NFL,Washington Commanders,Marketing & Guest Experience,Tyrell Williams,Senior Director of Fan Marketing
NFL,Washington Commanders,Marketing & Guest Experience,Johnathan Craft,Director of Premium Sales & Service
NFL,Washington Commanders,Marketing & Guest Experience,Michael Stella,Director of Ticket Operations
NFL,Washington Commanders,Marketing & Guest Experience,Tess Towne,Director of Events
NFL,Washington Commanders,Marketing & Guest Experience,Emily Whittaker,Director of Member Services
NFL,Washington Commanders,Marketing & Guest Experience,Abbey Cool,Senior Manager of Marketing
NFL,Washington Commanders,Marketing & Guest Experience,Sarah Davis,Senior Manager of Ticket Operations
NFL,Washington Commanders,Marketing & Guest Experience,Kelsey Evans,Senior Manager of Marketing
NFL,Washington Commanders,Marketing & Guest Experience,Robert Minter,Senior Manager of Ticket Sales
NFL,Washington Commanders,Marketing & Guest Experience,Jake Pace,Senior Manager of Ticket Sales
NFL,Washington Commanders,Marketing & Guest Experience,Tyler Bennett,Manager of Ticket Sales
NFL,Washington Commanders,Marketing & Guest Experience,Joe Dailey,Manager of Ticket Sales
NFL,Washington Commanders,Marketing & Guest Experience,Katie Hebner,Manager of Events
NFL,Washington Commanders,Marketing & Guest Experience,Hannah Johnson,Manager of Group Sales
NFL,Washington Commanders,Marketing & Guest Experience,Katie Keuhler,Manager of Ticket Operations
NFL,Washington Commanders,Marketing & Guest Experience,Tim Lim,Manager of Ticket Sales
NFL,Washington Commanders,Marketing & Guest Experience,Chris Mullen,Manager of Ticket Sales
NFL,Washington Commanders,Marketing & Guest Experience,Brian Riedel,Manager of Ticket Sales
NFL,Washington Commanders,Marketing & Guest Experience,Andrew Sagarin,Manager of Ticket Sales
NFL,Washington Commanders,Marketing & Guest Experience,Akilah Saunders,Manager of Premium Service
NFL,Washington Commanders,Marketing & Guest Experience,Nick Sell,Manager of Ticket Sales
NFL,Washington Commanders,Marketing & Guest Experience,Austin Walton,Manager of Ticket Sales
NFL,Washington Commanders,Marketing & Guest Experience,Mike Wixon,Manager of Ticket Sales
NFL,Washington Commanders,Marketing & Guest Experience,Cameron Connors,Account Executive
NFL,Washington Commanders,Marketing & Guest Experience,Justin Davis,Account Executive
NFL,Washington Commanders,Marketing & Guest Experience,John DeShazier,Account Executive
NFL,Washington Commanders,Marketing & Guest Experience,Jake Dodson,Account Executive
NFL,Washington Commanders,Marketing & Guest Experience,Brandon Gagne,Account Executive
NFL,Washington Commanders,Marketing & Guest Experience,Tyler George,Account Executive
NFL,Washington Commanders,Marketing & Guest Experience,Mike Gibson,Account Executive
NFL,Washington Commanders,Marketing & Guest Experience,John Hall,Account Executive
NFL,Washington Commanders,Marketing & Guest Experience,Tyler Harding,Account Executive
NFL,Washington Commanders,Marketing & Guest Experience,Jacob Levine,Account Executive
NFL,Washington Commanders,Marketing & Guest Experience,Nick Perrotta,Account Executive
NFL,Washington Commanders,Marketing & Guest Experience,Sam Przemieniecki,Account Executive
NFL,Washington Commanders,Marketing & Guest Experience,Mike Reddington,Account Executive
NFL,Washington Commanders,Marketing & Guest Experience,Drew Rodriguez,Account Executive
NFL,Washington Commanders,Marketing & Guest Experience,Garrett Rutherford,Account Executive
NFL,Washington Commanders,Marketing & Guest Experience,Anthony Smith,Account Executive
NFL,Washington Commanders,Marketing & Guest Experience,Taylor Smith,Account Executive
